worker_id,month,gross_earning,platform_fees,net_earning,currency,prev_month_net
WRK-000043,2025-09,1683.71,227.5,1456.21,EUR,1523.55
WRK-000043,2025-10,1827.01,246.86,1580.15,EUR,1456.21
WRK-000043,2025-11,1975.53,266.93,1708.6,EUR,1580.15
WRK-000043,2025-12,1890.67,255.47,1635.2,EUR,1708.6
WRK-000043,2026-01,1737.28,234.74,1502.54,EUR,1635.2
WRK-000043,2026-02,1623.26,219.33,1403.93,EUR,1502.54
WRK-000044,2024-06,1740.9,248.31,1492.59,EUR,0.0
WRK-000044,2024-07,1765.21,251.78,1513.43,EUR,1492.59
WRK-000044,2024-08,1769.2,252.34,1516.86,EUR,1513.43
WRK-000044,2024-09,1716.08,244.77,1471.31,EUR,1516.86
WRK-000044,2024-10,1699.54,242.41,1457.13,EUR,1471.31
WRK-000044,2024-11,1649.63,235.29,1414.34,EUR,1457.13
WRK-000044,2024-12,1542.5,220.01,1322.49,EUR,1414.34
WRK-000044,2025-01,1611.7,229.88,1381.82,EUR,1322.49
WRK-000044,2025-02,1686.04,240.48,1445.56,EUR,1381.82
WRK-000044,2025-03,1792.14,255.62,1536.52,EUR,1445.56
WRK-000044,2025-04,1754.5,250.25,1504.25,EUR,1536.52
WRK-000044,2025-05,1770.53,252.53,1518.0,EUR,1504.25
WRK-000044,2025-06,1935.57,276.07,1659.5,EUR,1518.0
WRK-000044,2025-07,1920.04,273.86,1646.18,EUR,1659.5
WRK-000044,2025-08,1892.41,269.92,1622.49,EUR,1646.18
WRK-000044,2025-09,1787.59,254.97,1532.62,EUR,1622.49
WRK-000044,2025-10,1779.2,253.77,1525.43,EUR,1532.62
WRK-000044,2025-11,1860.05,265.3,1594.75,EUR,1525.43
WRK-000044,2025-12,1750.84,249.73,1501.11,EUR,1594.75
WRK-000044,2026-01,1800.1,256.75,1543.35,EUR,1501.11
WRK-000044,2026-02,1852.95,264.29,1588.66,EUR,1543.35
WRK-000045,2024-07,2899.32,429.29,2470.03,EUR,0.0
WRK-000045,2024-08,2729.97,404.21,2325.76,EUR,2470.03
WRK-000045,2024-09,2494.33,369.32,2125.01,EUR,2325.76
WRK-000045,2024-10,2290.86,339.2,1951.66,EUR,2125.01
WRK-000045,2024-11,2330.33,345.04,1985.29,EUR,1951.66
WRK-000045,2024-12,2969.56,439.69,2529.87,EUR,1985.29
WRK-000045,2025-01,2797.11,414.16,2382.95,EUR,2529.87
WRK-000045,2025-02,2916.49,431.83,2484.66,EUR,2382.95
WRK-000045,2025-03,2741.72,405.95,2335.77,EUR,2484.66
WRK-000045,2025-04,2671.09,395.5,2275.59,EUR,2335.77
WRK-000045,2025-05,2576.27,381.46,2194.81,EUR,2275.59
WRK-000045,2025-06,2989.34,442.62,2546.72,EUR,2194.81
WRK-000045,2025-07,3093.79,458.08,2635.71,EUR,2546.72
WRK-000045,2025-08,3448.68,510.63,2938.05,EUR,2635.71
WRK-000045,2025-09,3564.01,527.71,3036.3,EUR,2938.05
WRK-000045,2025-10,3469.12,513.66,2955.46,EUR,3036.3
WRK-000045,2025-11,3050.5,451.67,2598.83,EUR,2955.46
WRK-000045,2025-12,2802.52,414.96,2387.56,EUR,2598.83
WRK-000045,2026-01,2830.29,419.07,2411.22,EUR,2387.56
WRK-000045,2026-02,3352.08,496.33,2855.75,EUR,2411.22
WRK-000046,2024-04,3190.56,423.3,2767.26,EUR,0.0
WRK-000046,2024-05,2902.95,385.14,2517.81,EUR,2767.26
WRK-000046,2024-06,3096.26,410.79,2685.47,EUR,2517.81
WRK-000046,2024-07,3201.34,424.73,2776.61,EUR,2685.47
WRK-000046,2024-08,3223.65,427.69,2795.96,EUR,2776.61
WRK-000046,2024-09,2784.7,369.45,2415.25,EUR,2795.96
WRK-000046,2024-10,2819.93,374.13,2445.8,EUR,2415.25
WRK-000046,2024-11,3004.39,398.6,2605.79,EUR,2445.8
WRK-000046,2024-12,2999.87,398.0,2601.87,EUR,2605.79
WRK-000046,2025-01,2695.2,357.58,2337.62,EUR,2601.87
WRK-000046,2025-02,2922.01,387.67,2534.34,EUR,2337.62
WRK-000046,2025-03,2970.44,394.1,2576.34,EUR,2534.34
WRK-000046,2025-04,2915.55,386.81,2528.74,EUR,2576.34
WRK-000046,2025-05,2979.26,395.27,2583.99,EUR,2528.74
WRK-000046,2025-06,3057.07,405.59,2651.48,EUR,2583.99
WRK-000046,2025-07,2880.61,382.18,2498.43,EUR,2651.48
WRK-000046,2025-08,2827.13,375.08,2452.05,EUR,2498.43
WRK-000046,2025-09,3023.1,401.08,2622.02,EUR,2452.05
WRK-000046,2025-10,2970.98,394.17,2576.81,EUR,2622.02
WRK-000046,2025-11,3107.87,412.33,2695.54,EUR,2576.81
WRK-000046,2025-12,3200.21,424.58,2775.63,EUR,2695.54
WRK-000046,2026-01,3329.51,441.73,2887.78,EUR,2775.63
WRK-000046,2026-02,3091.14,410.11,2681.03,EUR,2887.78
WRK-000047,2024-05,2513.48,202.7,2310.78,EUR,0.0
WRK-000047,2024-06,2601.98,209.83,2392.15,EUR,2310.78
WRK-000047,2024-07,2447.49,197.37,2250.12,EUR,2392.15
WRK-000047,2024-08,2524.66,203.6,2321.06,EUR,2250.12
WRK-000047,2024-09,2382.42,192.13,2190.29,EUR,2321.06
WRK-000047,2024-10,2472.56,199.4,2273.16,EUR,2190.29
WRK-000047,2024-11,2747.97,221.61,2526.36,EUR,2273.16
WRK-000047,2024-12,2765.21,223.0,2542.21,EUR,2526.36
WRK-000047,2025-01,2806.95,226.36,2580.59,EUR,2542.21
WRK-000047,2025-02,2714.36,218.89,2495.47,EUR,2580.59
WRK-000047,2025-03,2310.48,186.32,2124.16,EUR,2495.47
WRK-000047,2025-04,2396.94,193.3,2203.64,EUR,2124.16
WRK-000047,2025-05,2394.6,193.11,2201.49,EUR,2203.64
WRK-000047,2025-06,2345.6,189.16,2156.44,EUR,2201.49
WRK-000047,2025-07,2592.14,209.04,2383.1,EUR,2156.44
WRK-000047,2025-08,2521.68,203.36,2318.32,EUR,2383.1
WRK-000047,2025-09,2394.86,193.13,2201.73,EUR,2318.32
WRK-000047,2025-10,2572.73,207.47,2365.26,EUR,2201.73
WRK-000047,2025-11,2373.91,191.44,2182.47,EUR,2365.26
WRK-000047,2025-12,2341.37,188.82,2152.55,EUR,2182.47
WRK-000047,2026-01,2312.7,186.5,2126.2,EUR,2152.55
WRK-000047,2026-02,2264.88,182.65,2082.23,EUR,2126.2
WRK-000048,2024-08,1711.41,162.7,1548.71,EUR,0.0
WRK-000048,2024-09,1720.83,163.59,1557.24,EUR,1548.71
WRK-000048,2024-10,1737.89,165.21,1572.68,EUR,1557.24
WRK-000048,2024-11,1653.19,157.16,1496.03,EUR,1572.68
WRK-000048,2024-12,1612.66,153.31,1459.35,EUR,1496.03
WRK-000048,2025-01,1607.2,152.79,1454.41,EUR,1459.35
WRK-000048,2025-02,1551.61,147.5,1404.11,EUR,1454.41
WRK-000048,2025-03,1535.45,145.97,1389.48,EUR,1404.11
WRK-000048,2025-04,1559.41,148.25,1411.16,EUR,1389.48
WRK-000048,2025-05,1573.49,149.58,1423.91,EUR,1411.16
WRK-000048,2025-06,1579.53,150.16,1429.37,EUR,1423.91
WRK-000048,2025-07,1474.33,140.16,1334.17,EUR,1429.37
WRK-000048,2025-08,1589.52,151.11,1438.41,EUR,1334.17
WRK-000048,2025-09,1568.24,149.08,1419.16,EUR,1438.41
WRK-000048,2025-10,1491.52,141.79,1349.73,EUR,1419.16
WRK-000048,2025-11,1600.28,152.13,1448.15,EUR,1349.73
WRK-000048,2025-12,1687.73,160.44,1527.29,EUR,1448.15
WRK-000048,2026-01,1686.93,160.37,1526.56,EUR,1527.29
WRK-000048,2026-02,1688.99,160.56,1528.43,EUR,1526.56
WRK-000049,2024-09,1691.01,182.08,1508.93,EUR,0.0
WRK-000049,2024-10,1837.55,197.86,1639.69,EUR,1508.93
WRK-000049,2024-11,1908.11,205.46,1702.65,EUR,1639.69
WRK-000049,2024-12,2078.31,223.78,1854.53,EUR,1702.65
WRK-000049,2025-01,2089.33,224.97,1864.36,EUR,1854.53
WRK-000049,2025-02,2077.76,223.72,1854.04,EUR,1864.36
WRK-000049,2025-03,2023.22,217.85,1805.37,EUR,1854.04
WRK-000049,2025-04,1878.34,202.25,1676.09,EUR,1805.37
WRK-000049,2025-05,1759.13,189.41,1569.72,EUR,1676.09
WRK-000049,2025-06,1873.79,201.76,1672.03,EUR,1569.72
WRK-000049,2025-07,1674.83,180.34,1494.49,EUR,1672.03
WRK-000049,2025-08,1911.46,205.82,1705.64,EUR,1494.49
WRK-000049,2025-09,1899.51,204.53,1694.98,EUR,1705.64
WRK-000049,2025-10,1946.12,209.55,1736.57,EUR,1694.98
WRK-000049,2025-11,2026.74,218.23,1808.51,EUR,1736.57
WRK-000049,2025-12,1989.68,214.24,1775.44,EUR,1808.51
WRK-000049,2026-01,1921.14,206.86,1714.28,EUR,1775.44
WRK-000049,2026-02,1602.2,172.52,1429.68,EUR,1714.28
WRK-000050,2024-05,1852.0,176.4,1675.6,EUR,0.0
WRK-000050,2024-06,1710.67,162.94,1547.73,EUR,1675.6
WRK-000050,2024-07,1794.25,170.9,1623.35,EUR,1547.73
WRK-000050,2024-08,1743.65,166.08,1577.57,EUR,1623.35
WRK-000050,2024-09,1770.21,168.61,1601.6,EUR,1577.57
WRK-000050,2024-10,1719.6,163.79,1555.81,EUR,1601.6
WRK-000050,2024-11,1762.4,167.86,1594.54,EUR,1555.81
WRK-000050,2024-12,1866.78,177.8,1688.98,EUR,1594.54
WRK-000050,2025-01,1859.4,177.1,1682.3,EUR,1688.98
WRK-000050,2025-02,1781.92,169.72,1612.2,EUR,1682.3
WRK-000050,2025-03,1840.62,175.31,1665.31,EUR,1612.2
WRK-000050,2025-04,1892.74,180.28,1712.46,EUR,1665.31
WRK-000050,2025-05,1909.88,181.91,1727.97,EUR,1712.46
WRK-000050,2025-06,1944.14,185.17,1758.97,EUR,1727.97
WRK-000050,2025-07,2047.33,195.0,1852.33,EUR,1758.97
WRK-000050,2025-08,2155.25,205.28,1949.97,EUR,1852.33
WRK-000050,2025-09,2153.96,205.16,1948.8,EUR,1949.97
WRK-000050,2025-10,2067.04,196.88,1870.16,EUR,1948.8
WRK-000050,2025-11,2065.42,196.72,1868.7,EUR,1870.16
WRK-000050,2025-12,1922.11,183.07,1739.04,EUR,1868.7
WRK-000050,2026-01,1937.19,184.51,1752.68,EUR,1739.04
WRK-000050,2026-02,2100.05,200.02,1900.03,EUR,1752.68
WRK-000051,2024-06,2091.3,177.16,1914.14,EUR,0.0
WRK-000051,2024-07,1981.05,167.82,1813.23,EUR,1914.14
WRK-000051,2024-08,2151.76,182.28,1969.48,EUR,1813.23
WRK-000051,2024-09,2386.03,202.13,2183.9,EUR,1969.48
WRK-000051,2024-10,2598.72,220.14,2378.58,EUR,2183.9
WRK-000051,2024-11,2607.85,220.92,2386.93,EUR,2378.58
WRK-000051,2024-12,2478.21,209.93,2268.28,EUR,2386.93
WRK-000051,2025-01,2662.94,225.58,2437.36,EUR,2268.28
WRK-000051,2025-02,2369.29,200.71,2168.58,EUR,2437.36
WRK-000051,2025-03,2622.5,222.16,2400.34,EUR,2168.58
WRK-000051,2025-04,2314.05,196.03,2118.02,EUR,2400.34
WRK-000051,2025-05,2636.83,223.37,2413.46,EUR,2118.02
WRK-000051,2025-06,2468.25,209.09,2259.16,EUR,2413.46
WRK-000051,2025-07,2893.9,245.15,2648.75,EUR,2259.16
WRK-000051,2025-08,2760.3,233.83,2526.47,EUR,2648.75
WRK-000051,2025-09,2628.56,222.67,2405.89,EUR,2526.47
WRK-000051,2025-10,2451.65,207.68,2243.97,EUR,2405.89
WRK-000051,2025-11,2682.08,227.2,2454.88,EUR,2243.97
WRK-000051,2025-12,2457.02,208.14,2248.88,EUR,2454.88
WRK-000051,2026-01,2511.06,212.72,2298.34,EUR,2248.88
WRK-000051,2026-02,2703.73,229.04,2474.69,EUR,2298.34
WRK-000052,2024-09,2624.02,248.28,2375.74,EUR,0.0
WRK-000052,2024-10,2618.42,247.75,2370.67,EUR,2375.74
WRK-000052,2024-11,2630.03,248.85,2381.18,EUR,2370.67
WRK-000052,2024-12,2894.95,273.91,2621.04,EUR,2381.18
WRK-000052,2025-01,3165.07,299.47,2865.6,EUR,2621.04
WRK-000052,2025-02,2651.47,250.88,2400.59,EUR,2865.6
WRK-000052,2025-03,2733.53,258.64,2474.89,EUR,2400.59
WRK-000052,2025-04,3089.17,292.29,2796.88,EUR,2474.89
WRK-000052,2025-05,3416.94,323.3,3093.64,EUR,2796.88
WRK-000052,2025-06,2671.0,252.72,2418.28,EUR,3093.64
WRK-000052,2025-07,2570.43,243.21,2327.22,EUR,2418.28
WRK-000052,2025-08,2707.11,256.14,2450.97,EUR,2327.22
WRK-000052,2025-09,2686.22,254.16,2432.06,EUR,2450.97
WRK-000052,2025-10,2947.05,278.84,2668.21,EUR,2432.06
WRK-000052,2025-11,3076.59,291.1,2785.49,EUR,2668.21
WRK-000052,2025-12,3184.97,301.35,2883.62,EUR,2785.49
WRK-000052,2026-01,3077.57,291.19,2786.38,EUR,2883.62
WRK-000052,2026-02,3020.26,285.77,2734.49,EUR,2786.38
WRK-000053,2024-06,2244.78,248.33,1996.45,EUR,0.0
WRK-000053,2024-07,2144.0,237.18,1906.82,EUR,1996.45
WRK-000053,2024-08,2382.66,263.58,2119.08,EUR,1906.82
WRK-000053,2024-09,2627.32,290.65,2336.67,EUR,2119.08
WRK-000053,2024-10,2312.97,255.87,2057.1,EUR,2336.67
WRK-000053,2024-11,2596.92,287.28,2309.64,EUR,2057.1
WRK-000053,2024-12,2455.93,271.69,2184.24,EUR,2309.64
WRK-000053,2025-01,2584.1,285.86,2298.24,EUR,2184.24
WRK-000053,2025-02,2628.08,290.73,2337.35,EUR,2298.24
WRK-000053,2025-03,2359.3,261.0,2098.3,EUR,2337.35
WRK-000053,2025-04,2190.47,242.32,1948.15,EUR,2098.3
WRK-000053,2025-05,1895.44,209.68,1685.76,EUR,1948.15
WRK-000053,2025-06,2008.84,222.23,1786.61,EUR,1685.76
WRK-000053,2025-07,2161.88,239.16,1922.72,EUR,1786.61
WRK-000053,2025-08,2160.32,238.98,1921.34,EUR,1922.72
WRK-000053,2025-09,1972.43,218.2,1754.23,EUR,1921.34
WRK-000053,2025-10,2158.42,238.77,1919.65,EUR,1754.23
WRK-000053,2025-11,2359.2,260.99,2098.21,EUR,1919.65
WRK-000053,2025-12,2386.01,263.95,2122.06,EUR,2098.21
WRK-000053,2026-01,2263.25,250.37,2012.88,EUR,2122.06
WRK-000053,2026-02,2360.18,261.09,2099.09,EUR,2012.88
WRK-000054,2024-06,1722.25,208.53,1513.72,EUR,0.0
WRK-000054,2024-07,1835.68,222.27,1613.41,EUR,1513.72
WRK-000054,2024-08,1725.71,208.95,1516.76,EUR,1613.41
WRK-000054,2024-09,1625.3,196.79,1428.51,EUR,1516.76
WRK-000054,2024-10,1665.43,201.65,1463.78,EUR,1428.51
WRK-000054,2024-11,1715.82,207.75,1508.07,EUR,1463.78
WRK-000054,2024-12,1763.98,213.58,1550.4,EUR,1508.07
WRK-000054,2025-01,1824.39,220.9,1603.49,EUR,1550.4
WRK-000054,2025-02,1837.76,222.52,1615.24,EUR,1603.49
WRK-000054,2025-03,1784.8,216.11,1568.69,EUR,1615.24
WRK-000054,2025-04,1876.51,227.21,1649.3,EUR,1568.69
WRK-000054,2025-05,1905.66,230.74,1674.92,EUR,1649.3
WRK-000054,2025-06,1824.05,220.86,1603.19,EUR,1674.92
WRK-000054,2025-07,1909.1,231.16,1677.94,EUR,1603.19
WRK-000054,2025-08,1936.2,234.44,1701.76,EUR,1677.94
WRK-000054,2025-09,1956.86,236.94,1719.92,EUR,1701.76
WRK-000054,2025-10,1990.21,240.98,1749.23,EUR,1719.92
WRK-000054,2025-11,1969.45,238.46,1730.99,EUR,1749.23
WRK-000054,2025-12,1855.85,224.71,1631.14,EUR,1730.99
WRK-000054,2026-01,1899.59,230.0,1669.59,EUR,1631.14
WRK-000054,2026-02,1969.92,238.52,1731.4,EUR,1669.59
WRK-000055,2024-08,1808.3,189.22,1619.08,EUR,0.0
WRK-000055,2024-09,1950.88,204.13,1746.75,EUR,1619.08
WRK-000055,2024-10,2044.71,213.95,1830.76,EUR,1746.75
WRK-000055,2024-11,1959.77,205.06,1754.71,EUR,1830.76
WRK-000055,2024-12,2019.92,211.36,1808.56,EUR,1754.71
WRK-000055,2025-01,1897.37,198.54,1698.83,EUR,1808.56
WRK-000055,2025-02,1993.68,208.61,1785.07,EUR,1698.83
WRK-000055,2025-03,1921.92,201.1,1720.82,EUR,1785.07
WRK-000055,2025-04,2052.35,214.75,1837.6,EUR,1720.82
WRK-000055,2025-05,2008.39,210.15,1798.24,EUR,1837.6
WRK-000055,2025-06,2034.79,212.91,1821.88,EUR,1798.24
WRK-000055,2025-07,1824.35,190.89,1633.46,EUR,1821.88
WRK-000055,2025-08,2070.26,216.63,1853.63,EUR,1633.46
WRK-000055,2025-09,2086.76,218.35,1868.41,EUR,1853.63
WRK-000055,2025-10,2147.85,224.74,1923.11,EUR,1868.41
WRK-000055,2025-11,2163.67,226.4,1937.27,EUR,1923.11
WRK-000055,2025-12,2221.62,232.46,1989.16,EUR,1937.27
WRK-000055,2026-01,2065.26,216.1,1849.16,EUR,1989.16
WRK-000055,2026-02,1981.77,207.37,1774.4,EUR,1849.16
WRK-000056,2024-07,3145.97,347.65,2798.32,EUR,0.0
WRK-000056,2024-08,2805.18,309.99,2495.19,EUR,2798.32
WRK-000056,2024-09,3057.32,337.86,2719.46,EUR,2495.19
WRK-000056,2024-10,3279.76,362.44,2917.32,EUR,2719.46
WRK-000056,2024-11,3165.9,349.85,2816.05,EUR,2917.32
WRK-000056,2024-12,3302.31,364.93,2937.38,EUR,2816.05
WRK-000056,2025-01,3239.74,358.01,2881.73,EUR,2937.38
WRK-000056,2025-02,3310.04,365.78,2944.26,EUR,2881.73
WRK-000056,2025-03,3054.48,337.54,2716.94,EUR,2944.26
WRK-000056,2025-04,3468.27,383.27,3085.0,EUR,2716.94
WRK-000056,2025-05,3179.25,351.33,2827.92,EUR,3085.0
WRK-000056,2025-06,3137.99,346.77,2791.22,EUR,2827.92
WRK-000056,2025-07,3158.04,348.99,2809.05,EUR,2791.22
WRK-000056,2025-08,2710.69,299.55,2411.14,EUR,2809.05
WRK-000056,2025-09,2990.99,330.53,2660.46,EUR,2411.14
WRK-000056,2025-10,3124.02,345.23,2778.79,EUR,2660.46
WRK-000056,2025-11,2991.0,330.53,2660.47,EUR,2778.79
WRK-000056,2025-12,2753.72,304.31,2449.41,EUR,2660.47
WRK-000056,2026-01,2741.97,303.01,2438.96,EUR,2449.41
WRK-000056,2026-02,2633.76,291.05,2342.71,EUR,2438.96
WRK-000057,2024-09,1524.46,201.98,1322.48,EUR,0.0
WRK-000057,2024-10,1571.5,208.22,1363.28,EUR,1322.48
WRK-000057,2024-11,1565.71,207.45,1358.26,EUR,1363.28
WRK-000057,2024-12,1560.8,206.8,1354.0,EUR,1358.26
WRK-000057,2025-01,1587.74,210.37,1377.37,EUR,1354.0
WRK-000057,2025-02,1622.28,214.94,1407.34,EUR,1377.37
WRK-000057,2025-03,1576.07,208.82,1367.25,EUR,1407.34
WRK-000057,2025-04,1595.0,211.33,1383.67,EUR,1367.25
WRK-000057,2025-05,1533.05,203.12,1329.93,EUR,1383.67
WRK-000057,2025-06,1479.24,195.99,1283.25,EUR,1329.93
WRK-000057,2025-07,1544.56,204.65,1339.91,EUR,1283.25
WRK-000057,2025-08,1643.97,217.82,1426.15,EUR,1339.91
WRK-000057,2025-09,1607.4,212.97,1394.43,EUR,1426.15
WRK-000057,2025-10,1556.57,206.24,1350.33,EUR,1394.43
WRK-000057,2025-11,1565.99,207.49,1358.5,EUR,1350.33
WRK-000057,2025-12,1496.06,198.22,1297.84,EUR,1358.5
WRK-000057,2026-01,1396.35,185.01,1211.34,EUR,1297.84
WRK-000057,2026-02,1434.51,190.07,1244.44,EUR,1211.34
WRK-000058,2024-07,2482.71,355.1,2127.61,EUR,0.0
WRK-000058,2024-08,2279.59,326.05,1953.54,EUR,2127.61
WRK-000058,2024-09,2339.68,334.64,2005.04,EUR,1953.54
WRK-000058,2024-10,2513.15,359.46,2153.69,EUR,2005.04
WRK-000058,2024-11,2820.26,403.38,2416.88,EUR,2153.69
WRK-000058,2024-12,3084.5,441.18,2643.32,EUR,2416.88
WRK-000058,2025-01,2958.99,423.22,2535.77,EUR,2643.32
WRK-000058,2025-02,3109.6,444.77,2664.83,EUR,2535.77
WRK-000058,2025-03,2983.15,426.68,2556.47,EUR,2664.83
WRK-000058,2025-04,3011.45,430.73,2580.72,EUR,2556.47
WRK-000058,2025-05,2913.39,416.7,2496.69,EUR,2580.72
WRK-000058,2025-06,2723.86,389.59,2334.27,EUR,2496.69
WRK-000058,2025-07,2930.42,419.14,2511.28,EUR,2334.27
WRK-000058,2025-08,2785.08,398.35,2386.73,EUR,2511.28
WRK-000058,2025-09,2611.87,373.58,2238.29,EUR,2386.73
WRK-000058,2025-10,2450.76,350.53,2100.23,EUR,2238.29
WRK-000058,2025-11,2633.28,376.64,2256.64,EUR,2100.23
WRK-000058,2025-12,2742.8,392.3,2350.5,EUR,2256.64
WRK-000058,2026-01,2822.51,403.7,2418.81,EUR,2350.5
WRK-000058,2026-02,2775.86,397.03,2378.83,EUR,2418.81
WRK-000059,2024-07,1863.73,208.57,1655.16,EUR,0.0
WRK-000059,2024-08,1788.7,200.17,1588.53,EUR,1655.16
WRK-000059,2024-09,1829.79,204.77,1625.02,EUR,1588.53
WRK-000059,2024-10,2099.59,234.96,1864.63,EUR,1625.02
WRK-000059,2024-11,2145.27,240.07,1905.2,EUR,1864.63
WRK-000059,2024-12,1970.11,220.47,1749.64,EUR,1905.2
WRK-000059,2025-01,1839.92,205.9,1634.02,EUR,1749.64
WRK-000059,2025-02,2010.22,224.96,1785.26,EUR,1634.02
WRK-000059,2025-03,2178.29,243.77,1934.52,EUR,1785.26
WRK-000059,2025-04,1986.54,222.31,1764.23,EUR,1934.52
WRK-000059,2025-05,1836.0,205.46,1630.54,EUR,1764.23
WRK-000059,2025-06,1762.6,197.25,1565.35,EUR,1630.54
WRK-000059,2025-07,1641.1,183.65,1457.45,EUR,1565.35
WRK-000059,2025-08,1833.97,205.23,1628.74,EUR,1457.45
WRK-000059,2025-09,1909.67,213.71,1695.96,EUR,1628.74
WRK-000059,2025-10,1855.74,207.67,1648.07,EUR,1695.96
WRK-000059,2025-11,1628.94,182.29,1446.65,EUR,1648.07
WRK-000059,2025-12,1671.79,187.09,1484.7,EUR,1446.65
WRK-000059,2026-01,1594.13,178.4,1415.73,EUR,1484.7
WRK-000059,2026-02,1828.55,204.63,1623.92,EUR,1415.73
WRK-000060,2024-06,2328.24,254.41,2073.83,EUR,0.0
WRK-000060,2024-07,2433.6,265.92,2167.68,EUR,2073.83
WRK-000060,2024-08,2278.66,248.99,2029.67,EUR,2167.68
WRK-000060,2024-09,2225.09,243.14,1981.95,EUR,2029.67
WRK-000060,2024-10,2111.87,230.77,1881.1,EUR,1981.95
WRK-000060,2024-11,2200.63,240.47,1960.16,EUR,1881.1
WRK-000060,2024-12,2286.4,249.84,2036.56,EUR,1960.16
WRK-000060,2025-01,2389.92,261.15,2128.77,EUR,2036.56
WRK-000060,2025-02,2393.81,261.57,2132.24,EUR,2128.77
WRK-000060,2025-03,2474.03,270.34,2203.69,EUR,2132.24
WRK-000060,2025-04,2260.18,246.97,2013.21,EUR,2203.69
WRK-000060,2025-05,2314.4,252.9,2061.5,EUR,2013.21
WRK-000060,2025-06,2259.85,246.94,2012.91,EUR,2061.5
WRK-000060,2025-07,2360.67,257.95,2102.72,EUR,2012.91
WRK-000060,2025-08,2324.51,254.0,2070.51,EUR,2102.72
WRK-000060,2025-09,2352.71,257.08,2095.63,EUR,2070.51
WRK-000060,2025-10,2531.71,276.64,2255.07,EUR,2095.63
WRK-000060,2025-11,2634.19,287.84,2346.35,EUR,2255.07
WRK-000060,2025-12,2570.41,280.87,2289.54,EUR,2346.35
WRK-000060,2026-01,2438.65,266.47,2172.18,EUR,2289.54
WRK-000060,2026-02,2524.19,275.82,2248.37,EUR,2172.18
WRK-000061,2024-06,2236.9,191.7,2045.2,EUR,0.0
WRK-000061,2024-07,2504.75,214.66,2290.09,EUR,2045.2
WRK-000061,2024-08,2642.96,226.5,2416.46,EUR,2290.09
WRK-000061,2024-09,2307.6,197.76,2109.84,EUR,2416.46
WRK-000061,2024-10,2566.65,219.96,2346.69,EUR,2109.84
WRK-000061,2024-11,2691.0,230.62,2460.38,EUR,2346.69
WRK-000061,2024-12,2896.18,248.2,2647.98,EUR,2460.38
WRK-000061,2025-01,2867.98,245.79,2622.19,EUR,2647.98
WRK-000061,2025-02,2934.98,251.53,2683.45,EUR,2622.19
WRK-000061,2025-03,2856.23,244.78,2611.45,EUR,2683.45
WRK-000061,2025-04,2741.47,234.95,2506.52,EUR,2611.45
WRK-000061,2025-05,2567.45,220.03,2347.42,EUR,2506.52
WRK-000061,2025-06,2621.91,224.7,2397.21,EUR,2347.42
WRK-000061,2025-07,2687.76,230.34,2457.42,EUR,2397.21
WRK-000061,2025-08,2440.51,209.15,2231.36,EUR,2457.42
WRK-000061,2025-09,2497.07,214.0,2283.07,EUR,2231.36
WRK-000061,2025-10,2288.52,196.13,2092.39,EUR,2283.07
WRK-000061,2025-11,2269.5,194.5,2075.0,EUR,2092.39
WRK-000061,2025-12,2504.24,214.61,2289.63,EUR,2075.0
WRK-000061,2026-01,2418.14,207.24,2210.9,EUR,2289.63
WRK-000061,2026-02,2590.45,222.0,2368.45,EUR,2210.9
WRK-000062,2024-03,2629.7,232.36,2397.34,EUR,0.0
WRK-000062,2024-04,2735.18,241.68,2493.5,EUR,2397.34
WRK-000062,2024-05,2684.39,237.19,2447.2,EUR,2493.5
WRK-000062,2024-06,2913.57,257.44,2656.13,EUR,2447.2
WRK-000062,2024-07,2867.15,253.34,2613.81,EUR,2656.13
WRK-000062,2024-08,3066.84,270.99,2795.85,EUR,2613.81
WRK-000062,2024-09,2931.0,258.98,2672.02,EUR,2795.85
WRK-000062,2024-10,2799.99,247.41,2552.58,EUR,2672.02
WRK-000062,2024-11,2776.48,245.33,2531.15,EUR,2552.58
WRK-000062,2024-12,2969.94,262.42,2707.52,EUR,2531.15
WRK-000062,2025-01,3155.47,278.82,2876.65,EUR,2707.52
WRK-000062,2025-02,2996.32,264.75,2731.57,EUR,2876.65
WRK-000062,2025-03,3159.13,279.14,2879.99,EUR,2731.57
WRK-000062,2025-04,3393.66,299.86,3093.8,EUR,2879.99
WRK-000062,2025-05,3294.66,291.12,3003.54,EUR,3093.8
WRK-000062,2025-06,3156.23,278.88,2877.35,EUR,3003.54
WRK-000062,2025-07,3306.98,292.2,3014.78,EUR,2877.35
WRK-000062,2025-08,3287.19,290.46,2996.73,EUR,3014.78
WRK-000062,2025-09,3140.64,277.51,2863.13,EUR,2996.73
WRK-000062,2025-10,3247.76,286.97,2960.79,EUR,2863.13
WRK-000062,2025-11,3317.16,293.1,3024.06,EUR,2960.79
WRK-000062,2025-12,3338.18,294.96,3043.22,EUR,3024.06
WRK-000062,2026-01,3340.63,295.18,3045.45,EUR,3043.22
WRK-000062,2026-02,3290.69,290.76,2999.93,EUR,3045.45
WRK-000063,2024-09,1700.03,179.93,1520.1,EUR,0.0
WRK-000063,2024-10,1953.25,206.73,1746.52,EUR,1520.1
WRK-000063,2024-11,1754.92,185.74,1569.18,EUR,1746.52
WRK-000063,2024-12,1648.81,174.51,1474.3,EUR,1569.18
