tx_id,stripe_payment_intent,worker_id,date,amount_sent,currency_sent,amount_received,currency_received,exchange_rate,destination_country,status
FX-000445,pi_ed08b70b374abfa949f53076,WRK-000030,2024-07-28,119.68,TRY,3.16,EUR,37.8616,DE,failed
FX-000446,pi_07f5264749aa9c33510c9aed,WRK-000030,2024-08-02,80.9,TRY,2.21,EUR,36.5966,DE,completed
FX-000447,pi_832e1632e4afe7cf8f7dd199,WRK-000030,2024-09-14,77.38,TRY,2.03,EUR,38.0967,DE,completed
FX-000448,pi_d6c20b7524feb2e1cd3c03b2,WRK-000030,2024-09-21,115.63,TRY,2.94,EUR,39.3684,DE,completed
FX-000449,pi_5ec8eba96c8358195bb7b180,WRK-000030,2024-09-02,112.08,TRY,2.83,EUR,39.5515,DE,completed
FX-000450,pi_bd1f92e7285edaf2b702342e,WRK-000030,2024-10-08,63.43,TRY,1.58,EUR,40.2152,DE,completed
FX-000451,pi_14fabedb1ff9bbabb2af4b2d,WRK-000030,2024-10-05,109.43,TRY,2.84,EUR,38.4924,DE,completed
FX-000452,pi_3b0c215043ad5c3d75e18210,WRK-000030,2024-11-06,131.08,TRY,3.55,EUR,36.9202,DE,completed
FX-000453,pi_df14d0f9f3f03f849621df60,WRK-000030,2024-11-02,81.75,TRY,2.11,EUR,38.7201,DE,completed
FX-000454,pi_dde7ce6be186544c4a76fa93,WRK-000030,2024-11-08,97.62,TRY,2.58,EUR,37.8986,DE,completed
FX-000455,pi_3d66d1f4caebf85a188e0bf9,WRK-000030,2024-12-22,101.58,TRY,2.58,EUR,39.4236,DE,completed
FX-000456,pi_4d19a43532ffff2508343dc3,WRK-000030,2025-01-03,108.6,TRY,2.86,EUR,37.9835,DE,completed
FX-000457,pi_f4dc6ba7c6bbfbfe53f69f46,WRK-000030,2025-02-24,99.76,TRY,2.59,EUR,38.5107,DE,completed
FX-000458,pi_41558e9eee415c95f96d2d37,WRK-000030,2025-03-09,63.54,TRY,1.67,EUR,37.9916,DE,completed
FX-000459,pi_e4ffa93efd454b093c3fa08a,WRK-000030,2025-05-04,91.93,TRY,2.38,EUR,38.6187,DE,completed
FX-000460,pi_1b7e853dab2e874ae713fdea,WRK-000030,2025-06-23,94.57,TRY,2.39,EUR,39.642,DE,completed
FX-000461,pi_d377965371ea0cbdde1e5aa0,WRK-000030,2025-06-01,125.55,TRY,3.27,EUR,38.4378,DE,completed
FX-000462,pi_b127d36939cc36cb720165b8,WRK-000030,2025-06-13,66.65,TRY,1.69,EUR,39.3503,DE,completed
FX-000463,pi_dc5bf5ea332ac7b389057bed,WRK-000030,2025-07-26,80.73,TRY,2.18,EUR,37.0724,DE,completed
FX-000464,pi_1506e87867fccd300165dd8e,WRK-000030,2025-07-18,106.33,TRY,2.73,EUR,39.0087,DE,completed
FX-000465,pi_ad6b4dc75c23f3b2fe8ac4f5,WRK-000030,2025-08-22,120.59,TRY,3.11,EUR,38.7544,DE,completed
FX-000466,pi_aad2f66d9f3ae3ec7c1a84a7,WRK-000030,2025-08-04,118.19,TRY,3.23,EUR,36.5993,DE,completed
FX-000467,pi_384182e1c2a8469ba6547541,WRK-000030,2025-08-06,126.82,TRY,3.24,EUR,39.1148,DE,completed
FX-000468,pi_19e560e1b93585270246209a,WRK-000030,2025-09-04,63.48,TRY,1.62,EUR,39.1223,DE,completed
FX-000469,pi_133be97970f716e3cf276c75,WRK-000030,2025-09-19,128.96,TRY,3.34,EUR,38.6338,DE,completed
FX-000470,pi_defaeb411c53faca21011dc7,WRK-000030,2025-10-13,74.26,TRY,1.97,EUR,37.6637,DE,completed
FX-000471,pi_02f748c74774f63e6f450353,WRK-000030,2025-12-07,55.7,TRY,1.41,EUR,39.4206,DE,completed
FX-000472,pi_f71aa2b33b9b2522634fd9e9,WRK-000030,2026-01-18,119.21,TRY,3.02,EUR,39.5143,DE,completed
FX-000473,pi_54a3fcdf43bcc419939df494,WRK-000030,2026-01-19,122.4,TRY,3.06,EUR,39.9517,DE,completed
FX-000474,pi_a8205697efa8c8d4310e92b1,WRK-000030,2026-02-16,112.97,TRY,2.94,EUR,38.4189,DE,completed
FX-000475,pi_d54b65c2c0049d61b300ed1c,WRK-000030,2026-02-07,110.77,TRY,2.89,EUR,38.3517,DE,completed
FX-000476,pi_46acbe997a296f4c9600c7a7,WRK-000034,2024-08-18,195.95,EUR,7632.96,TRY,38.9536,TR,completed
FX-000477,pi_8ccd1747f569c16c845c2ace,WRK-000034,2024-09-11,313.86,EUR,11622.33,TRY,37.0303,TR,completed
FX-000478,pi_f068e084d513888dc54d89b4,WRK-000034,2024-10-28,271.28,EUR,10032.75,TRY,36.983,TR,completed
FX-000479,pi_fce03abc69d9a0f548c378df,WRK-000034,2024-12-14,214.59,EUR,7891.42,TRY,36.7744,TR,completed
FX-000480,pi_2ec0a35b044f49f6456e6e2f,WRK-000034,2025-03-13,155.52,EUR,6154.05,TRY,39.5708,TR,completed
FX-000481,pi_7562f2953aa707768a59951d,WRK-000034,2025-05-08,231.05,EUR,8728.68,TRY,37.7783,TR,completed
FX-000482,pi_551bd903221dec3c2f764ab9,WRK-000034,2025-06-18,190.0,EUR,7443.1,TRY,39.1742,TR,completed
FX-000483,pi_4a5b56f551150d041747ca52,WRK-000034,2025-07-15,296.35,EUR,11673.94,TRY,39.3924,TR,completed
FX-000484,pi_4dd19bf74d90380386d13d89,WRK-000034,2025-07-06,210.42,EUR,7726.43,TRY,36.7191,TR,completed
FX-000485,pi_e1c770d6512745aeb7c81916,WRK-000034,2025-08-16,164.41,EUR,6190.04,TRY,37.65,TR,completed
FX-000486,pi_be96ef3d2946c4e099000953,WRK-000034,2025-09-01,230.46,EUR,8636.65,TRY,37.4757,TR,completed
FX-000487,pi_b868e244fc4ceab978ede5b5,WRK-000034,2025-10-17,152.57,EUR,5884.7,TRY,38.5705,TR,completed
FX-000488,pi_1b78aaa12839de7ec8e4514e,WRK-000034,2025-11-14,223.73,EUR,8935.62,TRY,39.9393,TR,completed
FX-000489,pi_1ba38cd113f784e9e0cadd9d,WRK-000034,2025-12-27,148.52,EUR,5699.72,TRY,38.3768,TR,pending
FX-000490,pi_663d5aab80bf0d526b19c13d,WRK-000034,2026-01-05,292.31,EUR,11799.47,TRY,40.3663,TR,completed
FX-000491,pi_a51b008dcdb05e4b315bc766,WRK-000034,2026-01-15,143.42,EUR,5626.7,TRY,39.2323,TR,completed
FX-000492,pi_339ba8ffd65f73add3725e14,WRK-000034,2026-02-13,312.26,EUR,12158.41,TRY,38.9368,TR,completed
FX-000493,pi_de72029fa65321c4da1e9bf5,WRK-000034,2026-02-07,192.65,EUR,7693.07,TRY,39.9329,TR,completed
FX-000494,pi_2189048160087a0ec05c6cb1,WRK-000035,2024-09-12,29.73,TRY,0.74,EUR,40.265,DE,completed
FX-000495,pi_0790135cf0791c07218608ea,WRK-000035,2024-09-16,27.87,TRY,0.75,EUR,37.0368,DE,completed
FX-000496,pi_b461798f1d746f234de25162,WRK-000035,2024-10-06,30.35,TRY,0.78,EUR,38.8377,DE,completed
FX-000497,pi_2beb94dc72932a51e717db0f,WRK-000035,2024-10-05,32.27,TRY,0.85,EUR,37.903,DE,completed
FX-000498,pi_95621a5e9d26efbbce48ce86,WRK-000035,2024-10-07,38.92,TRY,0.96,EUR,40.4216,DE,completed
FX-000499,pi_70b7aff104d2606bcecf39b2,WRK-000035,2024-11-07,50.01,TRY,1.24,EUR,40.3466,DE,completed
FX-000500,pi_7f8198562d2f3babd55ec008,WRK-000035,2024-12-13,31.52,TRY,0.84,EUR,37.698,DE,completed
FX-000501,pi_1089cf11c0fd6cad27eb98cb,WRK-000035,2025-01-24,47.63,TRY,1.3,EUR,36.7472,DE,failed
FX-000502,pi_d1de6f6009d9436eb37e8119,WRK-000035,2025-03-21,35.68,TRY,0.95,EUR,37.5727,DE,completed
FX-000503,pi_4f34d0553605f949bd62002e,WRK-000035,2025-04-24,23.51,TRY,0.63,EUR,37.1112,DE,completed
FX-000504,pi_eb2237e40f605e7be7c5f62e,WRK-000035,2025-04-12,57.25,TRY,1.56,EUR,36.642,DE,completed
FX-000505,pi_21cf858afacf50ae10720601,WRK-000035,2025-04-18,31.3,TRY,0.84,EUR,37.1268,DE,completed
FX-000506,pi_e3e9fa110efb0b65fcbf460e,WRK-000035,2025-05-21,29.08,TRY,0.78,EUR,37.1307,DE,completed
FX-000507,pi_fd4d09507ba3b72386762fcb,WRK-000035,2025-05-05,51.41,TRY,1.31,EUR,39.1475,DE,completed
FX-000508,pi_7066ceecfd41eee688dc4712,WRK-000035,2025-05-02,44.97,TRY,1.18,EUR,37.9672,DE,pending
FX-000509,pi_87423dc446b6211c64b5592f,WRK-000035,2025-07-22,46.75,TRY,1.18,EUR,39.659,DE,completed
FX-000510,pi_a9c8123d64594d821896064c,WRK-000035,2025-08-12,52.12,TRY,1.31,EUR,39.7188,DE,completed
FX-000511,pi_e4a4c2d164b80f71bd6f30b1,WRK-000035,2025-09-15,41.93,TRY,1.08,EUR,38.8551,DE,completed
FX-000512,pi_004ed3c71dc80bece2f5bffb,WRK-000035,2025-11-09,26.35,TRY,0.67,EUR,39.0699,DE,completed
FX-000513,pi_ad55013738b0e8ad8027cb7f,WRK-000035,2025-11-04,37.66,TRY,0.97,EUR,38.7022,DE,completed
FX-000514,pi_239ca67c87d0e81e240b8c7f,WRK-000035,2026-01-02,23.47,TRY,0.6,EUR,39.0826,DE,completed
FX-000515,pi_4c2ef2d60f9c8d4a0ca56b3d,WRK-000035,2026-01-12,46.96,TRY,1.17,EUR,40.1925,DE,completed
FX-000516,pi_164217030fd84c43b1832841,WRK-000035,2026-02-01,23.31,TRY,0.58,EUR,40.0896,DE,completed
FX-000517,pi_2938bd96a04e86a2bcc4508d,WRK-000036,2024-10-25,68.72,EUR,2566.36,TRY,37.3451,TR,completed
FX-000518,pi_97fc5ab60797b52d9d3c4d7d,WRK-000036,2024-11-24,127.36,EUR,4881.52,TRY,38.3285,TR,completed
FX-000519,pi_02f21cdda79f12c2e54d6802,WRK-000036,2024-11-04,127.21,EUR,5120.6,TRY,40.2531,TR,failed
FX-000520,pi_9c2ebffc0fe26716017e03f6,WRK-000036,2024-11-07,94.19,EUR,3727.31,TRY,39.5723,TR,completed
FX-000521,pi_432d2e631c247fe039bc50e9,WRK-000036,2024-12-20,125.7,EUR,4863.67,TRY,38.6927,TR,completed
FX-000522,pi_9b372c2d29d3a4cd0db7ad72,WRK-000036,2024-12-21,82.18,EUR,3314.92,TRY,40.3373,TR,completed
FX-000523,pi_4b90b8840bfcd000b1fd92ce,WRK-000036,2024-12-25,126.34,EUR,4766.47,TRY,37.7273,TR,completed
FX-000524,pi_8e922f32f3125a5d09bf4ca0,WRK-000036,2025-01-28,90.74,EUR,3494.99,TRY,38.5165,TR,completed
FX-000525,pi_33c32d626085b8a1dcc1e0cc,WRK-000036,2025-02-13,82.97,EUR,3314.0,TRY,39.9421,TR,completed
FX-000526,pi_202f61794102c41379c927b1,WRK-000036,2025-02-12,76.11,EUR,2901.16,TRY,38.118,TR,completed
FX-000527,pi_a8e41ebe67c092b84d43b1bd,WRK-000036,2025-04-12,57.3,EUR,2116.5,TRY,36.9372,TR,completed
FX-000528,pi_4a0d79a492b42f83daab812e,WRK-000036,2025-06-01,82.07,EUR,3173.2,TRY,38.6645,TR,completed
FX-000529,pi_6ad33329855905baf4e58cb8,WRK-000036,2025-06-27,119.02,EUR,4431.88,TRY,37.2364,TR,completed
FX-000530,pi_762b47ac5eda55c682d012ba,WRK-000036,2025-07-21,90.81,EUR,3586.01,TRY,39.4892,TR,completed
FX-000531,pi_783cea1fc34499c9a6d7264d,WRK-000036,2025-07-11,126.58,EUR,4655.31,TRY,36.7776,TR,completed
FX-000532,pi_740b90c93c822d1f3db6087a,WRK-000036,2025-08-11,90.33,EUR,3443.01,TRY,38.1159,TR,completed
FX-000533,pi_d638f093241dada3d360e941,WRK-000036,2025-11-14,81.83,EUR,3288.67,TRY,40.189,TR,completed
FX-000534,pi_64d1b77a65fec6bc92fdec7d,WRK-000036,2025-11-04,99.78,EUR,3819.01,TRY,38.2743,TR,completed
FX-000535,pi_d79342e434c1735cc8649f2d,WRK-000036,2025-11-25,101.85,EUR,4017.43,TRY,39.4446,TR,completed
FX-000536,pi_4736b10f93da5b41b3c9d0c7,WRK-000036,2026-01-03,78.63,EUR,3005.26,TRY,38.2203,TR,completed
FX-000537,pi_dab47f8476687ade467a638c,WRK-000036,2026-01-26,62.14,EUR,2430.46,TRY,39.1126,TR,completed
FX-000538,pi_89007e2d085bad6436e0e334,WRK-000036,2026-02-14,106.6,EUR,3999.71,TRY,37.5207,TR,pending
FX-000539,pi_de9b2d853707ef64700a0add,WRK-000037,2024-07-15,111.57,TRY,3.0,EUR,37.1534,DE,completed
FX-000540,pi_cdd5fa028959a74186919ed2,WRK-000037,2024-09-16,144.91,TRY,3.91,EUR,37.0849,DE,completed
FX-000541,pi_8d310c2e3e4459a24faee10b,WRK-000037,2024-09-26,179.45,TRY,4.59,EUR,39.1073,DE,completed
FX-000542,pi_01ef732e96db36c0e462cb05,WRK-000037,2024-11-23,193.26,TRY,5.15,EUR,37.56,DE,completed
FX-000543,pi_36bde81d9f35f623266c9984,WRK-000037,2025-04-03,107.52,TRY,2.77,EUR,38.8137,DE,completed
FX-000544,pi_ee204962690617e92e6fefa2,WRK-000037,2025-05-24,171.52,TRY,4.26,EUR,40.2377,DE,completed
FX-000545,pi_3cbd68b72e64380fced1383c,WRK-000037,2025-05-03,110.95,TRY,2.99,EUR,37.0603,DE,failed
FX-000546,pi_014aa76dbff4a304e140895e,WRK-000037,2025-05-27,163.47,TRY,4.41,EUR,37.0847,DE,completed
FX-000547,pi_d62cf2e5fa02539769c94e6e,WRK-000037,2025-06-19,217.04,TRY,5.46,EUR,39.76,DE,completed
FX-000548,pi_fdad62075a096e657cabf4d4,WRK-000037,2025-06-26,216.93,TRY,5.64,EUR,38.4644,DE,completed
FX-000549,pi_13a56077a1f5319af259d913,WRK-000037,2025-07-16,116.17,TRY,3.03,EUR,38.3445,DE,completed
FX-000550,pi_49c70b8dc51f0d61c170e8c5,WRK-000037,2025-11-16,183.93,TRY,4.57,EUR,40.2749,DE,completed
FX-000551,pi_8546f0d8505bbc5d4b9a3ae0,WRK-000037,2025-11-16,200.98,TRY,5.49,EUR,36.5854,DE,completed
FX-000552,pi_4081d99f0ba2295bc757931a,WRK-000038,2024-11-06,91.93,TRY,2.5,EUR,36.7354,DE,completed
FX-000553,pi_80d7efea44af0489be318a18,WRK-000038,2024-11-13,57.01,TRY,1.5,EUR,37.924,DE,completed
FX-000554,pi_d9a277560f6cd4674d26e03c,WRK-000038,2025-03-03,58.03,TRY,1.53,EUR,37.9809,DE,completed
FX-000555,pi_bf6c50895243949064b3a5fe,WRK-000038,2025-06-19,40.52,TRY,1.03,EUR,39.3573,DE,completed
FX-000556,pi_896fed635e83594a780a023b,WRK-000038,2025-08-16,85.1,TRY,2.15,EUR,39.66,DE,completed
FX-000557,pi_4dc120573d2bb3a3f6428232,WRK-000038,2025-08-13,90.0,TRY,2.25,EUR,40.0237,DE,completed
FX-000558,pi_73e2bda03294f193c8434a98,WRK-000038,2025-11-20,37.98,TRY,0.97,EUR,39.1648,DE,completed
FX-000559,pi_db26e76b93f10dcf32c6ace7,WRK-000038,2025-12-15,63.7,TRY,1.71,EUR,37.3594,DE,completed
FX-000560,pi_f9ff6c5674c6e8fdd73c0892,WRK-000039,2024-09-03,94.37,EUR,3499.69,TRY,37.0848,TR,completed
FX-000561,pi_ba647ef5c571f460085c682a,WRK-000039,2024-10-12,66.27,EUR,2521.45,TRY,38.0481,TR,completed
FX-000562,pi_1244189e0cd3686835701033,WRK-000039,2024-10-20,86.66,EUR,3482.08,TRY,40.1809,TR,completed
FX-000563,pi_3a00bb8b3fc414996199deee,WRK-000039,2024-10-05,135.37,EUR,5126.6,TRY,37.871,TR,completed
FX-000564,pi_640503c6b48f97a3405dc0a6,WRK-000039,2024-11-06,124.28,EUR,4665.63,TRY,37.5413,TR,completed
FX-000565,pi_f289d7d239774655fa1ebfab,WRK-000039,2025-04-07,60.2,EUR,2322.79,TRY,38.5846,TR,completed
FX-000566,pi_dbc492a3f6b58bc267e3d7b6,WRK-000039,2025-06-06,135.62,EUR,5071.85,TRY,37.3975,TR,completed
FX-000567,pi_e11cec182cedd968dee372a1,WRK-000039,2025-06-20,105.01,EUR,4074.93,TRY,38.8052,TR,completed
FX-000568,pi_90dc6ddba7a8cf9b1c6538fe,WRK-000039,2025-08-18,108.44,EUR,4252.38,TRY,39.2141,TR,completed
FX-000569,pi_b719598489b6688873020713,WRK-000039,2025-08-13,121.05,EUR,4511.49,TRY,37.2696,TR,completed
FX-000570,pi_51e829c86ac82ca7e6cf0172,WRK-000039,2025-10-16,129.86,EUR,5044.35,TRY,38.8445,TR,completed
FX-000571,pi_8e3e8e64ee3565868b3f5b07,WRK-000039,2025-10-08,126.3,EUR,4991.87,TRY,39.5239,TR,completed
FX-000572,pi_15aac7e5a89ab8b40583f447,WRK-000039,2025-11-02,118.37,EUR,4649.1,TRY,39.276,TR,completed
FX-000573,pi_efcd3875cdc9b97d98d2a4c4,WRK-000039,2025-11-14,105.89,EUR,3980.31,TRY,37.5891,TR,completed
FX-000574,pi_94efd6dfd132537ad5f5b2ea,WRK-000039,2025-11-22,99.31,EUR,3672.21,TRY,36.9772,TR,completed
FX-000575,pi_b2d55b42d346f58a4366fe4c,WRK-000039,2025-12-28,102.16,EUR,3836.64,TRY,37.5552,TR,completed
FX-000576,pi_1b98ae7be9675fe1a68afe1c,WRK-000039,2025-12-10,135.11,EUR,5288.93,TRY,39.1454,TR,completed
FX-000577,pi_8f13111376af0c170aa54570,WRK-000040,2024-06-21,72.96,TRY,1.83,EUR,39.8007,DE,completed
FX-000578,pi_693eb54b360328dfb5bae241,WRK-000040,2024-06-10,87.4,TRY,2.38,EUR,36.6801,DE,completed
FX-000579,pi_4b90f6e3b2220f3f2a06a1a9,WRK-000040,2024-07-02,91.13,TRY,2.46,EUR,37.0134,DE,completed
FX-000580,pi_3a58f13395da5326c47c2963,WRK-000040,2024-09-06,84.83,TRY,2.15,EUR,39.3843,DE,completed
FX-000581,pi_567aad3a8a2736c526f55d4c,WRK-000040,2024-09-13,97.75,TRY,2.57,EUR,37.9985,DE,completed
FX-000582,pi_617f369547f4c65339be2ac8,WRK-000040,2024-11-11,84.98,TRY,2.29,EUR,37.1683,DE,completed
FX-000583,pi_ec6e21727aefb834f4886a0c,WRK-000040,2024-11-13,83.95,TRY,2.26,EUR,37.1414,DE,completed
FX-000584,pi_939e8a653f16cab137320bcc,WRK-000040,2024-11-04,56.5,TRY,1.45,EUR,38.9371,DE,completed
FX-000585,pi_643214c94c65429d2d4c3d97,WRK-000040,2025-02-24,95.96,TRY,2.41,EUR,39.8882,DE,completed
FX-000586,pi_e0698af1ab64797a6e3590f1,WRK-000040,2025-02-12,87.22,TRY,2.25,EUR,38.7742,DE,completed
FX-000587,pi_c39b0c33f3e67cf4c4d8b101,WRK-000040,2025-02-14,69.7,TRY,1.86,EUR,37.4086,DE,completed
FX-000588,pi_104a9ac04e2e28ede680fe93,WRK-000040,2025-03-05,47.38,TRY,1.19,EUR,39.8307,DE,completed
FX-000589,pi_ef336b9a7f938057dec1ec1a,WRK-000040,2025-06-28,89.12,TRY,2.21,EUR,40.411,DE,completed
FX-000590,pi_7d2e8a41d7a5ee1e36d56d31,WRK-000040,2025-06-18,87.42,TRY,2.37,EUR,36.8818,DE,completed
FX-000591,pi_194325e13e3096a664525c74,WRK-000040,2025-09-03,40.17,TRY,1.03,EUR,39.012,DE,completed
FX-000592,pi_b1b9998e5649f3059ab65a65,WRK-000040,2025-09-25,70.38,TRY,1.76,EUR,39.9881,DE,completed
FX-000593,pi_2a126c554d7a1da4d0d8f620,WRK-000040,2025-09-23,70.8,TRY,1.79,EUR,39.5704,DE,completed
FX-000594,pi_f6804fc78063b1da22222045,WRK-000040,2025-10-05,71.65,TRY,1.89,EUR,37.953,DE,completed
FX-000595,pi_9040c4915cbe50dc3ffe2a9e,WRK-000040,2025-10-01,87.6,TRY,2.29,EUR,38.2562,DE,completed
FX-000596,pi_baf80c80e01e14df315cc8ee,WRK-000040,2025-10-09,57.34,TRY,1.48,EUR,38.7143,DE,completed
FX-000597,pi_201889035f8b0f79123abb4e,WRK-000040,2025-11-08,89.43,TRY,2.35,EUR,38.1246,DE,completed
FX-000598,pi_5555759b0c2e06f904e8c66b,WRK-000040,2025-11-13,59.97,TRY,1.56,EUR,38.3448,DE,completed
FX-000599,pi_c5e15713a1982304769ad44c,WRK-000040,2025-11-16,91.69,TRY,2.46,EUR,37.2693,DE,completed
FX-000600,pi_b1177fb55aac1098da70ac92,WRK-000041,2024-09-08,95.43,EUR,3532.19,TRY,37.0134,TR,completed
FX-000601,pi_8e0a7652378912d8486e1424,WRK-000041,2024-09-01,91.64,EUR,3683.01,TRY,40.19,TR,completed
FX-000602,pi_9bdb1269ad63fc8478c751fe,WRK-000041,2024-12-17,104.53,EUR,3861.12,TRY,36.9379,TR,completed
FX-000603,pi_a065b627c3e1224f3c3f56e6,WRK-000041,2024-12-16,213.2,EUR,8011.35,TRY,37.5767,TR,completed
FX-000604,pi_2d9bd06206295851d0627679,WRK-000041,2025-01-08,182.37,EUR,7163.18,TRY,39.2783,TR,completed
FX-000605,pi_a42216c5023e7fbdab4579d2,WRK-000041,2025-02-04,198.49,EUR,7482.38,TRY,37.6965,TR,completed
FX-000606,pi_a817aff237b209b5b66b03aa,WRK-000041,2025-03-28,198.34,EUR,8002.27,TRY,40.3462,TR,completed
FX-000607,pi_fed0f0ea4e2dcd3f3da6f8fb,WRK-000041,2025-04-20,139.03,EUR,5472.44,TRY,39.3616,TR,completed
FX-000608,pi_a4eee90fe4b0d29c1930ae01,WRK-000041,2025-06-11,124.28,EUR,4598.04,TRY,36.9974,TR,completed
FX-000609,pi_ebea80fb9cb4a0035681358a,WRK-000041,2025-06-09,153.24,EUR,5732.92,TRY,37.4114,TR,completed
FX-000610,pi_58390e8541d741e0eca69ba3,WRK-000041,2025-06-23,99.78,EUR,3685.33,TRY,36.9346,TR,completed
FX-000611,pi_f197d79b3367050f854a155b,WRK-000041,2025-08-18,134.38,EUR,5103.66,TRY,37.9793,TR,completed
FX-000612,pi_3ac846a1eb50a846893dc0c5,WRK-000041,2025-08-06,203.28,EUR,7796.56,TRY,38.3538,TR,completed
FX-000613,pi_c35acb228f6f08df0ee2b07d,WRK-000041,2025-09-18,198.62,EUR,7910.4,TRY,39.8268,TR,completed
FX-000614,pi_c7ef1e822bae3c0711db43a7,WRK-000041,2025-09-22,211.49,EUR,8019.26,TRY,37.9179,TR,completed
FX-000615,pi_cdceea976b6c6749b6d3c095,WRK-000041,2025-12-06,207.85,EUR,8274.01,TRY,39.8076,TR,completed
FX-000616,pi_373b2114fb754a6c5c91f0b0,WRK-000041,2026-02-13,178.37,EUR,7148.48,TRY,40.0767,TR,completed
FX-000617,pi_0068bade9de358b5e9197143,WRK-000041,2026-02-23,151.98,EUR,5800.42,TRY,38.1657,TR,completed
FX-000618,pi_6ea8f638ea0b6ca769267d89,WRK-000042,2024-09-23,125.29,TRY,3.21,EUR,39.0528,DE,completed
FX-000619,pi_28aabf049c9159725974838f,WRK-000042,2024-10-18,100.55,TRY,2.74,EUR,36.6879,DE,completed
FX-000620,pi_be17ec5831d9f56c87ad460a,WRK-000042,2024-10-25,103.31,TRY,2.63,EUR,39.3408,DE,completed
FX-000621,pi_2f8e57030231b2a18d049f6a,WRK-000042,2024-11-12,118.67,TRY,3.18,EUR,37.2725,DE,completed
FX-000622,pi_39da020c73fccea64c73fb40,WRK-000042,2024-11-26,144.48,TRY,3.61,EUR,39.9789,DE,completed
FX-000623,pi_f56c706ec54f3516688d5d3b,WRK-000042,2025-02-09,170.66,TRY,4.31,EUR,39.6032,DE,completed
FX-000624,pi_daeafadd3fd830a757ee42e6,WRK-000042,2025-02-26,185.7,TRY,4.96,EUR,37.416,DE,completed
FX-000625,pi_43f69585cc50f0247b074ecc,WRK-000042,2025-02-19,103.61,TRY,2.7,EUR,38.3746,DE,completed
FX-000626,pi_c5aa3e12855aba45af1331e9,WRK-000042,2025-06-25,196.42,TRY,5.02,EUR,39.1635,DE,completed
FX-000627,pi_dc3cb12a94d62748d62a1053,WRK-000042,2025-07-07,177.55,TRY,4.53,EUR,39.1811,DE,completed
FX-000628,pi_a609e1317e4d5abbe6781734,WRK-000042,2025-08-04,242.08,TRY,6.52,EUR,37.1155,DE,completed
FX-000629,pi_fbcbc41c041fa609091d3c39,WRK-000042,2025-09-11,235.12,TRY,6.15,EUR,38.2529,DE,completed
FX-000630,pi_bbd8e2ab7a12c43ce808d142,WRK-000042,2025-10-05,150.68,TRY,3.79,EUR,39.7163,DE,completed
FX-000631,pi_22b147c7791b4044e8ba3e5e,WRK-000042,2025-11-03,225.92,TRY,5.76,EUR,39.2149,DE,completed
FX-000632,pi_a97a1029fe96c517d8d29bb7,WRK-000042,2025-11-27,186.94,TRY,5.03,EUR,37.1784,DE,completed
FX-000633,pi_391537c102870a599b53450f,WRK-000042,2025-11-01,116.01,TRY,2.97,EUR,39.0629,DE,completed
FX-000634,pi_803fae256c0a00cc4a75a8b3,WRK-000042,2025-12-14,175.76,TRY,4.76,EUR,36.9456,DE,completed
FX-000635,pi_38220c13614218853083bea8,WRK-000042,2025-12-24,210.38,TRY,5.51,EUR,38.1576,DE,completed
FX-000636,pi_aaabfb978ba62051b1070138,WRK-000042,2026-01-28,212.49,TRY,5.36,EUR,39.6337,DE,completed
FX-000637,pi_656819afe013cdd5d16d27fd,WRK-000043,2024-06-15,293.13,TRY,7.43,EUR,39.4427,DE,completed
FX-000638,pi_93e81d3dbae08fb13d7673a2,WRK-000043,2024-07-13,175.42,TRY,4.35,EUR,40.3621,DE,completed
FX-000639,pi_ec37d59c0bd3a9b5c856fdae,WRK-000043,2024-07-18,281.38,TRY,7.59,EUR,37.0511,DE,completed
FX-000640,pi_92ece1c19b5e1bff4762edfb,WRK-000043,2024-08-13,291.77,TRY,7.88,EUR,37.0428,DE,completed
FX-000641,pi_39513c435303ec98bc9a6a5c,WRK-000043,2024-08-18,223.4,TRY,5.73,EUR,38.9991,DE,completed
FX-000642,pi_9db7ae5fe6813f7e7727340e,WRK-000043,2024-09-10,157.81,TRY,4.24,EUR,37.2359,DE,completed
FX-000643,pi_d4b8cbc0a3b640e1c42c8d2f,WRK-000043,2024-09-01,162.69,TRY,4.32,EUR,37.6511,DE,completed
FX-000644,pi_c0975e1a8af64991738be75d,WRK-000043,2024-09-05,190.87,TRY,5.05,EUR,37.8254,DE,completed
FX-000645,pi_2dad1a554b92a27b6af9c938,WRK-000043,2024-11-03,243.9,TRY,6.6,EUR,36.9325,DE,completed
FX-000646,pi_dc3adcc44a2062b43ca83335,WRK-000043,2024-11-24,235.64,TRY,6.16,EUR,38.2543,DE,completed
FX-000647,pi_b8c544b2ff8573d0d2c8e895,WRK-000043,2024-11-09,305.2,TRY,7.61,EUR,40.1215,DE,completed
FX-000648,pi_ed6551d607c80cc5287efb96,WRK-000043,2025-01-13,233.57,TRY,6.11,EUR,38.2445,DE,completed
FX-000649,pi_1bd0dd914710cc4fbf16d6b0,WRK-000043,2025-04-11,146.74,TRY,3.73,EUR,39.3777,DE,completed
FX-000650,pi_749b243f9a680fe5eac6bc35,WRK-000043,2025-05-02,158.42,TRY,4.03,EUR,39.3159,DE,completed
FX-000651,pi_b9ec1fd5fa35b7bcd4f16c84,WRK-000043,2025-08-08,281.43,TRY,7.38,EUR,38.1427,DE,completed
