worker_id,month,rent,transport,food,insurance,total
WRK-000060,2024-10,439.93,128.16,328.51,320.18,1216.78
WRK-000060,2024-11,454.93,132.53,339.71,331.1,1258.27
WRK-000060,2024-12,452.52,131.83,337.91,329.35,1251.61
WRK-000060,2025-01,437.41,127.43,326.63,318.35,1209.82
WRK-000060,2025-02,455.37,132.66,340.04,331.42,1259.49
WRK-000060,2025-03,409.31,119.24,305.65,297.9,1132.1
WRK-000060,2025-04,433.74,126.36,323.89,315.68,1199.67
WRK-000060,2025-05,440.75,128.4,329.12,320.78,1219.05
WRK-000060,2025-06,428.46,124.82,319.94,311.83,1185.05
WRK-000060,2025-07,467.77,136.27,349.3,340.44,1293.78
WRK-000060,2025-08,437.41,127.43,326.63,318.35,1209.82
WRK-000060,2025-09,448.19,130.57,334.68,326.2,1239.64
WRK-000060,2025-10,424.24,123.59,316.8,308.77,1173.4
WRK-000060,2025-11,463.47,135.02,346.09,337.32,1281.9
WRK-000060,2025-12,413.06,120.33,308.45,300.63,1142.47
WRK-000060,2026-01,424.35,123.62,316.87,308.84,1173.68
WRK-000060,2026-02,420.58,122.52,314.06,306.1,1163.26
WRK-000061,2024-06,559.64,164.93,364.52,168.29,1257.38
WRK-000061,2024-07,600.12,176.86,390.89,180.46,1348.33
WRK-000061,2024-08,599.14,176.57,390.25,180.16,1346.12
WRK-000061,2024-09,590.71,174.09,384.76,177.63,1327.19
WRK-000061,2024-10,562.78,165.86,366.56,169.23,1264.43
WRK-000061,2024-11,541.41,159.56,352.64,162.8,1216.41
WRK-000061,2024-12,527.98,155.6,343.89,158.76,1186.23
WRK-000061,2025-01,560.37,165.15,365.0,168.51,1259.03
WRK-000061,2025-02,563.51,166.07,367.04,169.45,1266.07
WRK-000061,2025-03,544.53,160.48,354.68,163.74,1223.43
WRK-000061,2025-04,597.0,175.94,388.85,179.52,1341.31
WRK-000061,2025-05,579.62,170.82,377.53,174.29,1302.26
WRK-000061,2025-06,614.65,181.14,400.35,184.83,1380.97
WRK-000061,2025-07,556.92,164.13,362.74,167.47,1251.26
WRK-000061,2025-08,572.35,168.68,372.8,172.11,1285.94
WRK-000061,2025-09,551.0,162.38,358.89,165.69,1237.96
WRK-000061,2025-10,591.5,174.32,385.27,177.87,1328.96
WRK-000061,2025-11,559.7,164.95,364.55,168.3,1257.5
WRK-000061,2025-12,554.2,163.33,360.97,166.65,1245.15
WRK-000061,2026-01,586.19,172.76,381.81,176.27,1317.03
WRK-000061,2026-02,533.06,157.1,347.2,160.29,1197.65
WRK-000062,2024-06,498.49,121.14,261.87,202.27,1083.77
WRK-000062,2024-07,566.34,137.63,297.52,229.8,1231.29
WRK-000062,2024-08,524.38,127.44,275.48,212.78,1140.08
WRK-000062,2024-09,512.6,124.57,269.29,208.0,1114.46
WRK-000062,2024-10,567.13,137.82,297.93,230.12,1233.0
WRK-000062,2024-11,503.52,122.37,264.52,204.31,1094.72
WRK-000062,2024-12,504.27,122.55,264.91,204.62,1096.35
WRK-000062,2025-01,510.77,124.13,268.32,207.25,1110.47
WRK-000062,2025-02,484.75,117.8,254.66,196.7,1053.91
WRK-000062,2025-03,517.4,125.74,271.81,209.94,1124.89
WRK-000062,2025-04,497.82,120.98,261.52,202.0,1082.32
WRK-000062,2025-05,556.3,135.19,292.24,225.73,1209.46
WRK-000062,2025-06,519.13,126.16,272.72,210.65,1128.66
WRK-000062,2025-07,500.88,121.72,263.13,203.24,1088.97
WRK-000062,2025-08,507.27,123.28,266.48,205.83,1102.86
WRK-000062,2025-09,489.48,118.95,257.14,198.61,1064.18
WRK-000062,2025-10,506.56,123.1,266.11,205.55,1101.32
WRK-000062,2025-11,558.44,135.71,293.37,226.6,1214.12
WRK-000062,2025-12,492.24,119.62,258.59,199.73,1070.18
WRK-000062,2026-01,518.07,125.9,272.16,210.21,1126.34
WRK-000062,2026-02,501.04,121.76,263.21,203.3,1089.31
WRK-000063,2024-06,485.87,126.27,301.32,133.74,1047.2
WRK-000063,2024-07,483.72,125.71,299.99,133.15,1042.57
WRK-000063,2024-08,487.23,126.63,302.16,134.11,1050.13
WRK-000063,2024-09,506.98,131.76,314.41,139.55,1092.7
WRK-000063,2024-10,491.58,127.76,304.86,135.31,1059.51
WRK-000063,2024-11,519.55,135.03,322.2,143.01,1119.79
WRK-000063,2024-12,500.21,130.0,310.21,137.69,1078.11
WRK-000063,2025-01,449.78,116.89,278.94,123.81,969.42
WRK-000063,2025-02,475.96,123.7,295.17,131.01,1025.84
WRK-000063,2025-03,460.51,119.68,285.59,126.76,992.54
WRK-000063,2025-04,470.0,122.15,291.47,129.37,1012.99
WRK-000063,2025-05,481.34,125.1,298.51,132.49,1037.44
WRK-000063,2025-06,447.14,116.21,277.3,123.08,963.73
WRK-000063,2025-07,497.83,129.38,308.73,137.03,1072.97
WRK-000063,2025-08,473.17,122.97,293.44,130.24,1019.82
WRK-000063,2025-09,510.66,132.72,316.69,140.56,1100.63
WRK-000063,2025-10,519.46,135.0,322.15,142.99,1119.6
WRK-000063,2025-11,457.12,118.8,283.49,125.83,985.24
WRK-000063,2025-12,470.0,122.15,291.47,129.37,1012.99
WRK-000063,2026-01,486.64,126.47,301.79,133.95,1048.85
WRK-000063,2026-02,449.27,116.76,278.62,123.66,968.31
WRK-000064,2024-03,320.94,99.21,151.84,149.01,721.0
WRK-000064,2024-04,344.02,106.34,162.76,159.73,772.85
WRK-000064,2024-05,348.26,107.65,164.76,161.7,782.37
WRK-000064,2024-06,315.58,97.55,149.31,146.53,708.97
WRK-000064,2024-07,351.55,108.67,166.32,163.23,789.77
WRK-000064,2024-08,322.86,99.8,152.75,149.91,725.32
WRK-000064,2024-09,333.86,103.2,157.95,155.01,750.02
WRK-000064,2024-10,329.63,101.89,155.95,153.05,740.52
WRK-000064,2024-11,316.13,97.72,149.56,146.78,710.19
WRK-000064,2024-12,352.72,109.03,166.88,163.77,792.4
WRK-000064,2025-01,346.8,107.2,164.07,161.02,779.09
WRK-000064,2025-02,312.62,96.64,147.9,145.15,702.31
WRK-000064,2025-03,344.39,106.46,162.94,159.9,773.69
WRK-000064,2025-04,348.66,107.78,164.95,161.88,783.27
WRK-000064,2025-05,323.6,100.03,153.1,150.25,726.98
WRK-000064,2025-06,303.99,93.97,143.82,141.14,682.92
WRK-000064,2025-07,310.36,95.94,146.83,144.1,697.23
WRK-000064,2025-08,336.83,104.12,159.36,156.39,756.7
WRK-000064,2025-09,309.06,95.54,146.22,143.5,694.32
WRK-000064,2025-10,312.13,96.48,147.67,144.92,701.2
WRK-000064,2025-11,328.54,101.56,155.43,152.54,738.07
WRK-000064,2025-12,311.27,96.22,147.26,144.52,699.27
WRK-000064,2026-01,314.99,97.37,149.02,146.25,707.63
WRK-000064,2026-02,314.37,97.18,148.73,145.96,706.24
WRK-000065,2024-03,548.74,204.41,278.62,347.32,1379.09
WRK-000065,2024-04,508.11,189.28,257.99,321.6,1276.98
WRK-000065,2024-05,541.75,201.81,275.07,342.89,1361.52
WRK-000065,2024-06,557.26,207.59,282.95,352.71,1400.51
WRK-000065,2024-07,540.88,201.48,274.63,342.34,1359.33
WRK-000065,2024-08,513.36,191.23,260.66,324.92,1290.17
WRK-000065,2024-09,487.47,181.59,247.51,308.54,1225.11
WRK-000065,2024-10,511.7,190.61,259.82,323.87,1286.0
WRK-000065,2024-11,532.13,198.22,270.19,336.8,1337.34
WRK-000065,2024-12,562.01,209.36,285.37,355.72,1412.46
WRK-000065,2025-01,524.5,195.38,266.32,331.97,1318.17
WRK-000065,2025-02,499.5,186.07,253.63,316.15,1255.35
WRK-000065,2025-03,490.13,182.58,248.87,310.22,1231.8
WRK-000065,2025-04,489.51,182.35,248.55,309.83,1230.24
WRK-000065,2025-05,506.48,188.67,257.17,320.57,1272.89
WRK-000065,2025-06,506.82,188.8,257.34,320.79,1273.75
WRK-000065,2025-07,533.42,198.7,270.85,337.62,1340.59
WRK-000065,2025-08,504.66,187.99,256.24,319.42,1268.31
WRK-000065,2025-09,494.17,184.09,250.92,312.78,1241.96
WRK-000065,2025-10,491.18,182.97,249.4,310.88,1234.43
WRK-000065,2025-11,495.66,184.64,251.68,313.72,1245.7
WRK-000065,2025-12,564.41,210.25,286.58,357.23,1418.47
WRK-000065,2026-01,557.19,207.56,282.92,352.66,1400.33
WRK-000065,2026-02,485.96,181.03,246.75,307.58,1221.32
WRK-000066,2024-09,424.67,92.34,192.79,153.58,863.38
WRK-000066,2024-10,375.99,81.75,170.69,135.97,764.4
WRK-000066,2024-11,387.0,84.14,175.69,139.96,786.79
WRK-000066,2024-12,418.65,91.03,190.06,151.4,851.14
WRK-000066,2025-01,375.34,81.61,170.4,135.74,763.09
WRK-000066,2025-02,404.53,87.96,183.65,146.3,822.44
WRK-000066,2025-03,433.04,94.16,196.59,156.61,880.4
WRK-000066,2025-04,400.07,86.99,181.62,144.68,813.36
WRK-000066,2025-05,432.74,94.09,196.46,156.5,879.79
WRK-000066,2025-06,421.39,91.62,191.3,152.39,856.7
WRK-000066,2025-07,380.24,82.67,172.62,137.51,773.04
WRK-000066,2025-08,377.28,82.03,171.28,136.44,767.03
WRK-000066,2025-09,430.23,93.54,195.32,155.59,874.68
WRK-000066,2025-10,375.27,81.59,170.37,135.71,762.94
WRK-000066,2025-11,426.66,92.77,193.7,154.3,867.43
WRK-000066,2025-12,419.86,91.29,190.61,151.84,853.6
WRK-000066,2026-01,406.27,88.33,184.44,146.93,825.97
WRK-000066,2026-02,431.43,93.8,195.86,156.02,877.11
WRK-000067,2024-08,503.62,133.71,330.93,226.46,1194.72
WRK-000067,2024-09,519.86,138.03,341.61,233.77,1233.27
WRK-000067,2024-10,510.9,135.65,335.72,229.74,1212.01
WRK-000067,2024-11,496.28,131.77,326.11,223.16,1177.32
WRK-000067,2024-12,491.4,130.47,322.91,220.97,1165.75
WRK-000067,2025-01,549.95,146.02,361.38,247.3,1304.65
WRK-000067,2025-02,526.55,139.8,346.0,236.77,1249.12
WRK-000067,2025-03,511.34,135.76,336.01,229.93,1213.04
WRK-000067,2025-04,490.27,130.17,322.17,220.46,1163.07
WRK-000067,2025-05,560.96,148.94,368.61,252.25,1330.76
WRK-000067,2025-06,506.11,134.37,332.57,227.58,1200.63
WRK-000067,2025-07,508.38,134.98,334.06,228.6,1206.02
WRK-000067,2025-08,565.96,150.26,371.9,254.49,1342.61
WRK-000067,2025-09,501.52,133.16,329.56,225.52,1189.76
WRK-000067,2025-10,514.2,136.52,337.89,231.22,1219.83
WRK-000067,2025-11,527.02,139.93,346.32,236.99,1250.26
WRK-000067,2025-12,531.32,141.07,349.14,238.92,1260.45
WRK-000067,2026-01,515.7,136.92,338.87,231.89,1223.38
WRK-000067,2026-02,546.71,145.15,359.25,245.84,1296.95
WRK-000068,2024-08,572.99,138.42,317.7,170.0,1199.11
WRK-000068,2024-09,636.02,153.65,352.65,188.7,1331.02
WRK-000068,2024-10,646.98,156.29,358.73,191.95,1353.95
WRK-000068,2024-11,607.92,146.86,337.07,180.37,1272.22
WRK-000068,2024-12,624.61,150.89,346.32,185.32,1307.14
WRK-000068,2025-01,608.88,147.09,337.6,180.65,1274.22
WRK-000068,2025-02,617.17,149.09,342.2,183.11,1291.57
WRK-000068,2025-03,655.13,158.26,363.24,194.37,1371.0
WRK-000068,2025-04,599.08,144.72,332.17,177.74,1253.71
WRK-000068,2025-05,601.14,145.22,333.31,178.35,1258.02
WRK-000068,2025-06,619.42,149.64,343.45,183.78,1296.29
WRK-000068,2025-07,642.56,155.23,356.28,190.64,1344.71
WRK-000068,2025-08,616.9,149.03,342.05,183.03,1291.01
WRK-000068,2025-09,620.81,149.97,344.22,184.19,1299.19
WRK-000068,2025-10,590.82,142.73,327.59,175.29,1236.43
WRK-000068,2025-11,603.54,145.8,334.64,179.07,1263.05
WRK-000068,2025-12,646.37,156.15,358.39,191.77,1352.68
WRK-000068,2026-01,645.43,155.92,357.87,191.49,1350.71
WRK-000068,2026-02,655.16,158.27,363.26,194.38,1371.07
WRK-000069,2024-04,349.38,125.82,200.96,170.29,846.45
WRK-000069,2024-05,369.17,132.95,212.34,179.93,894.39
WRK-000069,2024-06,381.5,137.39,219.43,185.94,924.26
WRK-000069,2024-07,369.45,133.05,212.51,180.07,895.08
WRK-000069,2024-08,384.23,138.37,221.01,187.28,930.89
WRK-000069,2024-09,391.46,140.97,225.16,190.8,948.39
WRK-000069,2024-10,343.48,123.69,197.57,167.41,832.15
WRK-000069,2024-11,339.27,122.18,195.15,165.36,821.96
WRK-000069,2024-12,392.69,141.41,225.87,191.4,951.37
WRK-000069,2025-01,364.41,131.23,209.6,177.61,882.85
WRK-000069,2025-02,348.29,125.43,200.34,169.76,843.82
WRK-000069,2025-03,367.59,132.38,211.44,179.17,890.58
WRK-000069,2025-04,393.85,141.83,226.54,191.96,954.18
WRK-000069,2025-05,341.66,123.04,196.52,166.53,827.75
WRK-000069,2025-06,353.25,127.21,203.19,172.17,855.82
WRK-000069,2025-07,348.39,125.46,200.39,169.81,844.05
WRK-000069,2025-08,337.86,121.67,194.34,164.68,818.55
WRK-000069,2025-09,373.08,134.35,214.59,181.84,903.86
WRK-000069,2025-10,372.12,134.01,214.04,181.37,901.54
WRK-000069,2025-11,392.7,141.42,225.88,191.4,951.4
WRK-000069,2025-12,338.35,121.85,194.62,164.91,819.73
WRK-000069,2026-01,339.86,122.39,195.49,165.65,823.39
WRK-000069,2026-02,386.34,139.13,222.22,188.3,935.99
WRK-000070,2024-07,441.13,75.49,281.3,140.09,938.01
WRK-000070,2024-08,425.44,72.8,271.29,135.1,904.63
WRK-000070,2024-09,425.08,72.74,271.07,134.99,903.88
WRK-000070,2024-10,444.69,76.1,283.57,141.21,945.57
WRK-000070,2024-11,443.22,75.84,282.63,140.75,942.44
WRK-000070,2024-12,392.98,67.25,250.6,124.8,835.63
WRK-000070,2025-01,392.98,67.25,250.59,124.79,835.61
WRK-000070,2025-02,433.89,74.25,276.68,137.79,922.61
WRK-000070,2025-03,410.64,70.27,261.86,130.4,873.17
WRK-000070,2025-04,420.69,71.99,268.27,133.6,894.55
WRK-000070,2025-05,381.86,65.34,243.5,121.26,811.96
WRK-000070,2025-06,434.39,74.33,277.0,137.95,923.67
WRK-000070,2025-07,436.58,74.71,278.4,138.64,928.33
WRK-000070,2025-08,385.38,65.95,245.75,122.38,819.46
WRK-000070,2025-09,437.01,74.78,278.67,138.78,929.24
WRK-000070,2025-10,398.01,68.11,253.8,126.39,846.31
WRK-000070,2025-11,390.26,66.78,248.86,123.93,829.83
WRK-000070,2025-12,389.25,66.61,248.22,123.61,827.69
WRK-000070,2026-01,433.44,74.17,276.4,137.64,921.65
WRK-000070,2026-02,443.49,75.89,282.8,140.83,943.01
WRK-000071,2024-07,698.59,170.33,431.83,262.26,1563.01
WRK-000071,2024-08,733.1,178.74,453.15,275.22,1640.21
WRK-000071,2024-09,763.31,186.1,471.83,286.56,1707.8
WRK-000071,2024-10,724.21,176.57,447.66,271.88,1620.32
WRK-000071,2024-11,782.47,190.78,483.67,293.75,1750.67
WRK-000071,2024-12,797.39,194.41,492.9,299.35,1784.05
WRK-000071,2025-01,715.71,174.5,442.41,268.69,1601.31
WRK-000071,2025-02,787.38,191.97,486.71,295.6,1761.66
WRK-000071,2025-03,761.66,185.7,470.81,285.94,1704.11
WRK-000071,2025-04,713.21,173.89,440.86,267.75,1595.71
WRK-000071,2025-05,691.66,168.64,427.54,259.66,1547.5
WRK-000071,2025-06,730.75,178.16,451.7,274.34,1634.95
WRK-000071,2025-07,700.59,170.81,433.06,263.01,1567.47
WRK-000071,2025-08,726.33,177.09,448.97,272.68,1625.07
WRK-000071,2025-09,749.93,182.84,463.56,281.54,1677.87
WRK-000071,2025-10,723.76,176.46,447.38,271.71,1619.31
WRK-000071,2025-11,767.02,187.01,474.12,287.95,1716.1
WRK-000071,2025-12,798.48,194.68,493.57,299.76,1786.49
WRK-000071,2026-01,795.11,193.86,491.49,298.5,1778.96
WRK-000071,2026-02,745.72,181.82,460.96,279.96,1668.46
WRK-000072,2024-07,268.68,97.27,189.19,162.24,717.38
WRK-000072,2024-08,274.39,99.34,193.21,165.69,732.63
WRK-000072,2024-09,267.31,96.77,188.22,161.42,713.72
WRK-000072,2024-10,304.45,110.22,214.37,183.84,812.88
WRK-000072,2024-11,283.55,102.65,199.66,171.23,757.09
WRK-000072,2024-12,274.88,99.51,193.55,165.99,733.93
WRK-000072,2025-01,272.31,98.58,191.74,164.43,727.06
WRK-000072,2025-02,282.87,102.41,199.18,170.81,755.27
WRK-000072,2025-03,285.49,103.36,201.02,172.39,762.26
WRK-000072,2025-04,286.85,103.85,201.98,173.22,765.9
WRK-000072,2025-05,295.16,106.86,207.83,178.24,788.09
WRK-000072,2025-06,289.21,104.7,203.64,174.64,772.19
WRK-000072,2025-07,281.06,101.75,197.9,169.72,750.43
WRK-000072,2025-08,282.5,102.27,198.92,170.59,754.28
WRK-000072,2025-09,277.17,100.34,195.16,167.37,740.04
WRK-000072,2025-10,261.7,94.74,184.27,158.03,698.74
WRK-000072,2025-11,261.56,94.69,184.17,157.94,698.36
WRK-000072,2025-12,277.22,100.36,195.2,167.4,740.18
WRK-000072,2026-01,289.64,104.86,203.95,174.9,773.35
WRK-000072,2026-02,261.32,94.61,184.0,157.8,697.73
WRK-000073,2024-09,613.93,198.91,314.89,390.11,1517.84
WRK-000073,2024-10,600.72,194.63,308.12,381.71,1485.18
WRK-000073,2024-11,646.16,209.35,331.42,410.58,1597.51
WRK-000073,2024-12,582.81,188.82,298.93,370.33,1440.89
WRK-000073,2025-01,619.77,200.8,317.89,393.81,1532.27
WRK-000073,2025-02,600.32,194.5,307.91,381.46,1484.19
WRK-000073,2025-03,667.08,216.12,342.15,423.88,1649.23
WRK-000073,2025-04,674.06,218.39,345.74,428.32,1666.51
WRK-000073,2025-05,664.05,215.14,340.6,421.95,1641.74
WRK-000073,2025-06,663.25,214.89,340.19,421.45,1639.78
WRK-000073,2025-07,594.96,192.76,305.16,378.05,1470.93
WRK-000073,2025-08,678.22,219.74,347.87,430.96,1676.79
WRK-000073,2025-09,628.03,203.47,322.13,399.07,1552.7
WRK-000073,2025-10,589.27,190.91,302.24,374.43,1456.85
WRK-000073,2025-11,664.81,215.39,340.99,422.44,1643.63
WRK-000073,2025-12,613.93,198.91,314.89,390.11,1517.84
WRK-000073,2026-01,643.56,208.51,330.09,408.93,1591.09
WRK-000073,2026-02,622.17,201.57,319.12,395.34,1538.2
WRK-000074,2024-06,571.99,154.25,311.98,208.48,1246.7
WRK-000074,2024-07,559.84,150.97,305.35,204.05,1220.21
WRK-000074,2024-08,564.43,152.21,307.85,205.72,1230.21
WRK-000074,2024-09,581.34,156.77,317.08,211.89,1267.08
WRK-000074,2024-10,568.13,153.21,309.87,207.07,1238.28
WRK-000074,2024-11,597.37,161.09,325.82,217.73,1302.01
WRK-000074,2024-12,587.4,158.4,320.38,214.1,1280.28
WRK-000074,2025-01,580.09,156.43,316.39,211.43,1264.34
WRK-000074,2025-02,586.62,158.19,319.96,213.81,1278.58
WRK-000074,2025-03,556.26,150.01,303.4,202.74,1212.41
WRK-000074,2025-04,637.36,171.87,347.63,232.3,1389.16
WRK-000074,2025-05,590.9,159.35,322.29,215.37,1287.91
WRK-000074,2025-06,595.2,160.51,324.64,216.94,1297.29
WRK-000074,2025-07,587.19,158.35,320.27,214.02,1279.83
WRK-000074,2025-08,597.74,161.19,326.02,217.86,1302.81
WRK-000074,2025-09,602.22,162.4,328.46,219.5,1312.58
WRK-000074,2025-10,572.53,154.39,312.27,208.67,1247.86
WRK-000074,2025-11,566.41,152.74,308.93,206.44,1234.52
WRK-000074,2025-12,558.99,150.74,304.89,203.74,1218.36
WRK-000074,2026-01,553.18,149.18,301.72,201.62,1205.7
WRK-000074,2026-02,639.21,172.37,348.64,232.98,1393.2
WRK-000075,2024-06,330.94,133.1,242.5,201.57,908.11
WRK-000075,2024-07,325.93,131.09,238.83,198.52,894.37
WRK-000075,2024-08,353.09,142.01,258.73,215.06,968.89
WRK-000075,2024-09,313.24,125.98,229.53,190.79,859.54
WRK-000075,2024-10,301.92,121.43,221.24,183.89,828.48
WRK-000075,2024-11,343.37,138.1,251.61,209.14,942.22
WRK-000075,2024-12,334.21,134.42,244.9,203.56,917.09
WRK-000075,2025-01,352.67,141.84,258.42,214.8,967.73
WRK-000075,2025-02,340.48,136.94,249.49,207.38,934.29
WRK-000075,2025-03,315.25,126.79,231.0,192.01,865.05
WRK-000075,2025-04,353.33,142.11,258.91,215.2,969.55
WRK-000075,2025-05,323.85,130.25,237.31,197.25,888.66
WRK-000075,2025-06,339.05,136.36,248.44,206.51,930.36
WRK-000075,2025-07,346.11,139.2,253.62,210.81,949.74
WRK-000075,2025-08,308.32,124.0,225.93,187.79,846.04
WRK-000075,2025-09,322.58,129.74,236.37,196.47,885.16
WRK-000075,2025-10,333.58,134.17,244.44,203.18,915.37
WRK-000075,2025-11,328.61,132.17,240.8,200.15,901.73
WRK-000075,2025-12,318.91,128.26,233.69,194.24,875.1
WRK-000075,2026-01,341.54,137.36,250.27,208.02,937.19
WRK-000075,2026-02,323.17,129.98,236.81,196.83,886.79
WRK-000076,2024-09,551.64,109.24,335.11,297.83,1293.82
WRK-000076,2024-10,533.57,105.66,324.13,288.07,1251.43
WRK-000076,2024-11,561.18,111.13,340.9,302.98,1316.19
WRK-000076,2024-12,538.3,106.6,327.0,290.63,1262.53
WRK-000076,2025-01,552.3,109.37,335.5,298.18,1295.35
WRK-000076,2025-02,511.62,101.31,310.79,276.22,1199.94
WRK-000076,2025-03,553.34,109.57,336.14,298.74,1297.79
WRK-000076,2025-04,535.54,106.05,325.33,289.14,1256.06
WRK-000076,2025-05,490.06,97.04,297.7,264.58,1149.38
WRK-000076,2025-06,560.45,110.98,340.46,302.58,1314.47
WRK-000076,2025-07,547.11,108.34,332.35,295.38,1283.18
WRK-000076,2025-08,527.8,104.52,320.62,284.95,1237.89
WRK-000076,2025-09,567.62,112.4,344.81,306.45,1331.28
WRK-000076,2025-10,556.33,110.17,337.96,300.36,1304.82
WRK-000076,2025-11,557.63,110.42,338.74,301.06,1307.85
WRK-000076,2025-12,563.26,111.54,342.16,304.1,1321.06
WRK-000076,2026-01,486.76,96.39,295.69,262.8,1141.64
WRK-000076,2026-02,539.25,106.79,327.58,291.14,1264.76
WRK-000077,2024-08,523.01,137.48,266.38,196.18,1123.05
WRK-000077,2024-09,508.44,133.65,258.96,190.71,1091.76
WRK-000077,2024-10,507.02,133.28,258.24,190.18,1088.72
WRK-000077,2024-11,541.34,142.3,275.71,203.05,1162.4
WRK-000077,2024-12,523.88,137.71,266.82,196.5,1124.91
WRK-000077,2025-01,548.01,144.06,279.11,205.55,1176.73
WRK-000077,2025-02,499.0,131.17,254.15,187.17,1071.49
WRK-000077,2025-03,521.47,137.08,265.59,195.6,1119.74
WRK-000077,2025-04,547.82,144.0,279.01,205.48,1176.31
WRK-000077,2025-05,568.79,149.52,289.69,213.35,1221.35
WRK-000077,2025-06,554.19,145.68,282.26,207.87,1190.0
WRK-000077,2025-07,564.69,148.44,287.61,211.81,1212.55
WRK-000077,2025-08,502.63,132.13,256.0,188.53,1079.29
WRK-000077,2025-09,511.96,134.58,260.75,192.03,1099.32
WRK-000077,2025-10,513.93,135.1,261.75,192.77,1103.55
WRK-000077,2025-11,503.47,132.35,256.43,188.85,1081.1
WRK-000077,2025-12,569.94,149.82,290.28,213.78,1223.82
WRK-000077,2026-01,522.67,137.4,266.21,196.05,1122.33
WRK-000077,2026-02,546.59,143.68,278.39,205.02,1173.68
WRK-000078,2024-09,455.14,121.92,295.07,137.44,1009.57
WRK-000078,2024-10,449.47,120.4,291.4,135.73,997.0
WRK-000078,2024-11,464.18,124.34,300.94,140.17,1029.63
WRK-000078,2024-12,467.81,125.31,303.29,141.27,1037.68
WRK-000078,2025-01,450.58,120.7,292.12,136.07,999.47
WRK-000078,2025-02,415.59,111.33,269.44,125.5,921.86
WRK-000078,2025-03,463.54,124.17,300.52,139.98,1028.21
WRK-000078,2025-04,468.1,125.39,303.48,141.36,1038.33
WRK-000078,2025-05,463.5,124.16,300.5,139.97,1028.13
WRK-000078,2025-06,410.43,109.94,266.09,123.94,910.4
WRK-000078,2025-07,450.89,120.78,292.32,136.16,1000.15
WRK-000078,2025-08,457.14,122.45,296.37,138.05,1014.01
WRK-000078,2025-09,416.72,111.63,270.17,125.84,924.36
WRK-000078,2025-10,467.91,125.34,303.36,141.3,1037.91
WRK-000078,2025-11,469.82,125.85,304.59,141.87,1042.13
WRK-000078,2025-12,440.7,118.05,285.71,133.08,977.54
WRK-000078,2026-01,458.86,122.92,297.49,138.57,1017.84
WRK-000078,2026-02,479.23,128.37,310.69,144.72,1063.01
WRK-000079,2024-09,562.25,184.15,379.44,343.01,1468.85
WRK-000079,2024-10,566.37,185.5,382.22,345.53,1479.62
WRK-000079,2024-11,595.06,194.9,401.58,363.03,1554.57
WRK-000079,2024-12,589.58,193.1,397.88,359.69,1540.25
WRK-000079,2025-01,575.79,188.59,388.57,351.27,1504.22
WRK-000079,2025-02,531.09,173.95,358.41,324.0,1387.45
WRK-000079,2025-03,596.33,195.32,402.44,363.81,1557.9
WRK-000079,2025-04,562.97,184.39,379.92,343.45,1470.73
WRK-000079,2025-05,578.82,189.58,390.62,353.12,1512.14
WRK-000079,2025-06,532.74,174.49,359.52,325.01,1391.76
WRK-000079,2025-07,533.7,174.8,360.17,325.6,1394.27
WRK-000079,2025-08,606.98,198.8,409.62,370.3,1585.7
WRK-000079,2025-09,534.79,175.16,360.9,326.26,1397.11
WRK-000079,2025-10,586.41,192.07,395.74,357.75,1531.97
WRK-000079,2025-11,580.88,190.25,392.01,354.38,1517.52
WRK-000079,2025-12,534.27,174.99,360.55,325.94,1395.75
WRK-000079,2026-01,588.01,192.59,396.82,358.73,1536.15
WRK-000079,2026-02,547.53,179.33,369.5,334.03,1430.39
WRK-000080,2024-07,520.79,139.52,287.71,173.87,1121.89
WRK-000080,2024-08,549.07,147.1,303.34,183.31,1182.82
WRK-000080,2024-09,490.7,131.46,271.09,163.83,1057.08
WRK-000080,2024-10,500.69,134.14,276.61,167.16,1078.6
WRK-000080,2024-11,573.08,153.53,316.6,191.33,1234.54
WRK-000080,2024-12,513.78,137.64,283.84,171.53,1106.79
WRK-000080,2025-01,541.1,144.96,298.94,180.65,1165.65
WRK-000080,2025-02,562.16,150.61,310.57,187.68,1211.02
WRK-000080,2025-03,553.03,148.16,305.53,184.64,1191.36
WRK-000080,2025-04,496.36,132.98,274.22,165.71,1069.27
WRK-000080,2025-05,559.25,149.83,308.96,186.71,1204.75
WRK-000080,2025-06,511.38,137.0,282.52,170.73,1101.63
WRK-000080,2025-07,511.07,136.92,282.34,170.63,1100.96
WRK-000080,2025-08,506.8,135.78,279.99,169.2,1091.77
WRK-000080,2025-09,553.44,148.27,305.76,184.77,1192.24
WRK-000080,2025-10,542.35,145.3,299.63,181.07,1168.35
WRK-000080,2025-11,493.0,132.08,272.36,164.59,1062.03
WRK-000080,2025-12,539.92,144.65,298.28,180.26,1163.11
WRK-000080,2026-01,529.82,141.94,292.71,176.89,1141.36
WRK-000080,2026-02,565.21,151.42,312.26,188.7,1217.59
WRK-000081,2024-09,280.74,82.79,192.59,206.91,763.03
WRK-000081,2024-10,290.3,85.61,199.15,213.95,789.01
WRK-000081,2024-11,289.27,85.3,198.44,213.2,786.21
WRK-000081,2024-12,286.04,84.35,196.22,210.81,777.42
WRK-000081,2025-01,270.44,79.75,185.52,199.32,735.03
WRK-000081,2025-02,277.13,81.72,190.11,204.25,753.21
WRK-000081,2025-03,270.1,79.65,185.29,199.06,734.1
WRK-000081,2025-04,275.88,81.36,189.26,203.33,749.83
